Name,Hash,Id,Tag,Tier,Type,Equippable,Power,Masterwork Type,Masterwork Tier,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10
Vigil of Heroes,3213912958,"""6917529078839908474""",,Legendary,Helmet,Warlock,586,Void Damage Resistance,1,0,2,1,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Vanguard Veteran,Light Reactor,Power Weapon Targeting,Grenade Launcher Reserves,Special Ammo Finder,,
Ancient Apocalypse Hood,1236746902,"""6917529084290269831""",,Legendary,Helmet,Warlock,610,Solar Damage Resistance,2,0,3,1,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Recovery Mod,Tier 2 Armor,Gambit Leather,Power Weapon Targeting,Machine Gun Targeting,Fusion Rifle Reserves,Sniper Rifle Reserves,
Mimetic Savior Gauntlets,3403784957,"""6917529088397058851""",,Legendary,Gauntlets,Titan,623,Solar Damage Resistance,1,0,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Fusion Rifle Loader,Large Weapon Loader,Fusion Rifle Scavenger,Special Ammo Finder,,,
Prodigal Gloves,2475888361,"""6917529093130065203""",,Legendary,Gauntlets,Warlock,683,Void Damage Resistance,4,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 4 Armor,Submachine Gun Loader,Machine Gun Loader,Sniper Rifle Scavenger,Heavy Ammo Finder,,,
Vigil of Heroes,575676771,"""6917529090873588837""",,Legendary,Helmet,Hunter,685,Solar Damage Resistance,2,1,0,2,,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Vanguard Veteran,Linear Fusion Rifle Targeting,Pump Action,Special Ammo Finder,Heavy Ammo Finder,,
Mantle of the Cormorant Blade,1178752364,"""6917529093133261478""",,Legendary,Helmet,Warlock,10,Void Damage Resistance,1,2,1,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Pulse Rifle Targeting,Ashes to Assets,Rocket Launcher Reserves,Heavy Ammo Finder,,,
Gloves of the Great Hunt,2598685593,"""6917529088394047389""",,Legendary,Gauntlets,Warlock,650,Arc Damage Resistance,1,2,1,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Hand Cannon Loader,Impact Induction,Momentum Transfer,Linear Fusion Rifle Scavenger,Machine Gun Scavenger,,
Reverie Dawn Tabard,2859583726,"""6917529093381986253""",keep,Legendary,Chest Armor,Warlock,700,Void Damage Resistance,1,1,1,2,,Heavy Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Unflinching Bow Aim,Unflinching Grenade Launcher Aim,Unflinching Sidearm Aim,Submachine Gun Reserves,Primary Ammo Finder
Vigil of Heroes,2442309039,"""6917529091117897142""",keep,Legendary,Gauntlets,Warlock,696,Solar Damage Resistance,1,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Vanguard Veteran,Rocket Launcher Loader,Momentum Transfer,Grenade Launcher Scavenger,Linear Fusion Rifle Scavenger,,
Reverie Dawn Boots,188778964,"""6917529087523180279""",,Legendary,Leg Armor,Warlock,650,Void Damage Resistance,1,2,1,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Perpetuation,Outreach,Light Arms Dexterity,Submachine Gun Scavenger,Primary Ammo Finder
Robes of the Great Hunt,3445296383,"""6917529088143567311""",,Legendary,Chest Armor,Warlock,650,Arc Damage Resistance,3,2,1,1,,Mobile Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 3 Armor,Unflinching Bow Aim,Unflinching Grenade Launcher Aim,Unflinching Sidearm Aim,Hand Cannon Reserves,Primary Ammo Finder,,
Grips of the Great Hunt,196235132,"""6917529090076060761""",keep,Legendary,Gauntlets,Hunter,652,Solar Damage Resistance,1,2,0,1,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Linear Fusion Rifle Loader,Shotgun Loader,Sidearm Loader,Sniper Rifle Scavenger,Machine Gun Scavenger,,
Thorium Holt Boots,2924984456,"""6917529093233035095""",,Legendary,Leg Armor,Warlock,700,Solar Damage Resistance,2,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,Perpetuation,Outreach,Sidearm Scavenger,Special Ammo Finder,,,
Prodigal Bond,2800566014,"""6917529093235840506""",,Legendary,Warlock Bond,Warlock,700,Void Damage Resistance,2,0,0,0,,Tier 2 Armor,Recuperation,Better Already,Sidearm Reserves,Scout Rifle Scavenger,,,,,,
Gloves of the Cormorant Blade,333050149,"""6917529090216319116""",keep,Legendary,Gauntlets,Warlock,10,Solar Damage Resistance,1,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Shotgun Loader,Fastball,Linear Fusion Rifle Scavenger,Sniper Rifle Scavenger,,,
Froststrike Gauntlets,1792195381,"""6917529085439212654""",,Legendary,Gauntlets,Titan,10,Void Damage Resistance,1,0,0,3,,Tier 1 Armor,Heavy Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Linear Fusion Rifle Loader,Fastball,Rocket Launcher Scavenger,Sword Scavenger,,,
Reverie Dawn Boots,188778964,"""6917529093381989005""",keep,Legendary,Leg Armor,Warlock,675,Solar Damage Resistance,2,1,2,0,,Restorative Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Riven's Curse,Tier 2 Armor,Burnished Dreams,Submachine Gun Dexterity,Oversize Weapon Dexterity,Enhanced Bomber,Arrow Scavenger,Sidearm Scavenger
Tangled Web Hood,1664085089,"""6917529093238352475""",,Legendary,Helmet,Warlock,684,Void Damage Resistance,1,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 1 Armor,Shotgun Targeting,Sniper Rifle Targeting,Shotgun Reserves,Heavy Ammo Finder,,,
Reverie Dawn Bond,3602032567,"""6917529093378914182""",keep,Legendary,Warlock Bond,Warlock,676,Solar Damage Resistance,1,0,0,0,,Riven's Curse,Tier 1 Armor,Burnished Dreams,Insulation,Recuperation,Better Already,Sword Reserves,Linear Fusion Rifle Scavenger,,,
Reverie Dawn Boots,188778964,"""6917529093381989263""",keep,Legendary,Leg Armor,Warlock,673,Void Damage Resistance,1,1,1,1,,Heavy Warlock Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Sidearm Dexterity,Traction,Light Arms Dexterity,Pulse Rifle Scavenger,Submachine Gun Scavenger
Ancient Apocalypse Mark,3339632627,"""6917529084510239341""",keep,Legendary,Titan Mark,Titan,621,Arc Damage Resistance,1,0,0,0,,Tier 1 Armor,Gambit Leather,Invigoration,Recuperation,Fusion Rifle Reserves,Grenade Launcher Scavenger,,,,,
Prodigal Robes,1553407343,"""6917529093272111138""",,Legendary,Chest Armor,Warlock,672,Solar Damage Resistance,2,1,1,2,,Heavy Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Tier 2 Armor,Unflinching Pulse Rifle Aim,Unflinching Shotgun Aim,Submachine Gun Reserves,Special Ammo Finder,,,
Reverie Dawn Mark,1980768298,"""6917529084793042202""",keep,Legendary,Titan Mark,Titan,624,Void Damage Resistance,3,0,0,0,,Riven's Curse,Tier 3 Armor,Burnished Dreams,Insulation,Innervation,Recuperation,Linear Fusion Rifle Reserves,Sidearm Reserves,,,
Annealed Shaper Crown,2389815461,"""6917529086784462924""",,Legendary,Helmet,Warlock,650,Void Damage Resistance,1,0,2,1,,Restorative Warlock Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,New Age Black Armory,Submachine Gun Targeting,Machine Gun Targeting,Sword Reserves,Heavy Ammo Finder,,
Thorium Holt Bond,554000115,"""6917529093391158798""",,Legendary,Warlock Bond,Warlock,683,Arc Damage Resistance,3,0,0,0,,Tier 3 Armor,Insulation,Recuperation,Pulse Rifle Reserves,Fusion Rifle Scavenger,,,,,,
Cloak of Remembrance,995283190,"""6917529079244482191""",,Legendary,Hunter Cloak,Hunter,500,Void Damage Resistance,1,0,0,0,,Tier 1 Armor,Rusted Iron,Insulation,Recuperation,Grenade Launcher Scavenger,Special Ammo Finder,,,,,
Liminal Voyager Robes,1575548701,"""6917529079298582003""",,Legendary,Chest Armor,Warlock,10,Void Damage Resistance,1,1,2,1,,Tier 1 Armor,Restorative Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Unflinching Sniper Aim,Unflinching Energy Aim,Pulse Rifle Reserves,Special Ammo Finder,,,
Forged Machinist Helm,524862116,"""6917529084826200655""",,Legendary,Helmet,Titan,650,Arc Damage Resistance,2,0,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,New Age Black Armory,Scout Rifle Targeting,Precision Weapon Targeting,Sword Reserves,Machine Gun Reserves,,
Reverie Dawn Hood,185695659,"""6917529093378918597""",keep,Legendary,Helmet,Warlock,700,Arc Damage Resistance,1,2,1,0,,Mobile Warlock Armor,Mobility Enhancement Mod,Restorative Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Light Reactor,Scatter Projectile Targeting,Enhanced Heavy Lifting,Grenade Launcher Reserves,Rocket Launcher Reserves
Prodigal Gauntlets,1429424420,"""6917529085522000646""",keep,Legendary,Gauntlets,Titan,650,Solar Damage Resistance,2,0,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Linear Fusion Rifle Loader,Power Weapon Loader,Fusion Rifle Scavenger,Sniper Rifle Scavenger,,,
Iron Remembrance Casque,1944853984,"""6917529079236371230""",,Legendary,Helmet,Hunter,600,Void Damage Resistance,2,1,0,2,,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Rusted Iron,Ashes to Assets,Kinetic Weapon Targeting,Sword Reserves,Heavy Ammo Finder,,
Reverie Dawn Grasps,1705856569,"""6917529090155904688""",keep,Legendary,Gauntlets,Hunter,660,Arc Damage Resistance,1,3,0,0,,Mobile Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Riven's Curse,Tier 1 Armor,Burnished Dreams,Scout Rifle Loader,Shotgun Loader,Large Weapon Loader,Linear Fusion Rifle Scavenger,Sniper Rifle Scavenger
Sunbreak Gauntlets,3789539490,"""6917529090318606875""",keep,Legendary,Gauntlets,Titan,10,Void Damage Resistance,2,1,0,2,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Shotgun Loader,Fastball,Special Ammo Finder,Heavy Ammo Finder,,,
Wing Discipline,1063904165,"""6917529084995433556""",,Legendary,Chest Armor,Titan,650,Void Damage Resistance,2,2,1,1,,Mobile Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 2 Armor,Crucible Legacy,Unflinching Scout Rifle Aim,Unflinching Energy Aim,Primary Ammo Finder,Special Ammo Finder,,
Wing Discipline,2555965565,"""6917529090417533307""",favorite,Legendary,Leg Armor,Titan,642,Void Damage Resistance,1,2,1,0,,Restorative Titan Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 1 Armor,Crucible Legacy,Dynamo,Rifle Dexterity,Pulse Rifle Scavenger,Primary Ammo Finder,,
Vigil of Heroes,506100699,"""6917529084799279753""",,Legendary,Titan Mark,Titan,646,Arc Damage Resistance,1,0,0,0,,Tier 1 Armor,Vanguard Veteran,Innervation,Recuperation,Linear Fusion Rifle Reserves,Sword Reserves,,,,,
Neoteric Kiyot Mask,2647162463,"""6917529090928297014""",,Legendary,Helmet,Hunter,10,Void Damage Resistance,4,2,0,1,,Mobile Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 4 Armor,Linear Fusion Rifle Targeting,Hands-On,Rocket Launcher Reserves,Machine Gun Reserves,,,
Woven Firesmith Grips,240988159,"""6917529090193738213""",,Legendary,Gauntlets,Hunter,663,Void Damage Resistance,2,1,0,2,,Heavy Hunter Armor,Mobility Enhancement Mod,Plasteel Reinforcement Mod,Tier 2 Armor,New Age Black Armory,Hand Cannon Loader,Fastball,Fusion Rifle Scavenger,Sword Scavenger,,
Forged Machinist Plate,866063619,"""6917529086837566089""",keep,Legendary,Chest Armor,Titan,650,Arc Damage Resistance,2,1,1,2,,Restorative Titan Armor,Plasteel Reinforcement Mod,Restorative Mod,Ordnance Mod,Tier 2 Armor,New Age Black Armory,Unflinching Hand Cannon Aim,Unflinching Light Arms Aim,Auto Rifle Reserves,Bow Reserves,
Vigil of Heroes,3670149407,"""6917529090144794455""",,Legendary,Hunter Cloak,Hunter,657,Arc Damage Resistance,1,0,0,0,,Tier 1 Armor,Vanguard Veteran,Invigoration,Better Already,Rocket Launcher Reserves,Sidearm Scavenger,,,,,
Illicit Reaper Mask,3639906116,"""6917529090873590797""",favorite,Legendary,Helmet,Hunter,684,Void Damage Resistance,1,1,0,2,,Reaper +1,Heavy Hunter Armor,Plasteel Reinforcement Mod,Restorative Mod,Tier 1 Armor,Hand Cannon Targeting,Light Reactor,Fusion Rifle Reserves,Sword Reserves,,
